Title,URL
How do I view the Instructure Guides?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-view-the-Instructure-Guides/ta-p/574382
How are the Instructure Guides updated?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-are-the-Instructure-Guides-updated/ta-p/463704
How do I submit feedback for an Instructure product guide?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-submit-feedback-for-an-Instructure-product-guide/ta-p/574381
Can I repurpose content from the guides for my institution's use?,https://community.canvaslms.com/t5/Instructure-Community-Guide/Can-I-repurpose-content-from-the-guides-for-my-institution-s-use/ta-p/574384
Are Instructure Guides translated into other languages?,https://community.canvaslms.com/t5/Instructure-Community-Guide/Are-Instructure-Guides-translated-into-other-languages/ta-p/574385
How do I view the Instructure product roadmaps?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-view-the-Instructure-product-roadmaps/ta-p/585885
What is the feature development process for Instructure products?,https://community.canvaslms.com/t5/Instructure-Community-Guide/What-is-the-feature-development-process-for-Instructure-products/ta-p/469504
How do Ideas work in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-Ideas-work-in-the-Instructure-Community/ta-p/2980
What are the guidelines for submitting a new idea?,https://community.canvaslms.com/t5/Instructure-Community-Guide/What-are-the-guidelines-for-submitting-a-new-idea/ta-p/535609
How do I create a new idea in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-create-a-new-idea-in-the-Instructure-Community/ta-p/2986
How do I host an Instructure Live event?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-host-an-Instructure-Live-event/ta-p/469811
How do I like something in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-like-something-in-the-Instructure-Community/ta-p/585886
How do I manage my inbox in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-manage-my-inbox-in-the-Instructure-Community/ta-p/585887
How do I send a private message in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-send-a-private-message-in-the-Instructure-Community/ta-p/585890
What are the Community ranks and roles?,https://community.canvaslms.com/t5/Instructure-Community-Guide/What-are-the-Community-ranks-and-roles/ta-p/522019
How do I rank up in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-rank-up-in-the-Instructure-Community/ta-p/522020
How do I update my personal profile information in the Instructure  Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-update-my-personal-profile-information-in-the/ta-p/585891
How do I close my account in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-close-my-account-in-the-Instructure-Community/ta-p/585892
How do I update my avatar in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-update-my-avatar-in-the-Instructure-Community/ta-p/595238
How do I update my account preferences in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-update-my-account-preferences-in-the-Instructure/ta-p/595237
How do view my profile page in the Instructure  Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-view-my-profile-page-in-the-Instructure-Community/ta-p/595240
How do I ask a question in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-ask-a-question-in-the-Instructure-Community/ta-p/2977
How do I reply to a question posted in an Instructure Community Question Forum?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-reply-to-a-question-posted-in-an-Instructure-Community/ta-p/2982
How do I mark a reply to my question as an accepted solution?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-mark-a-reply-to-my-question-as-an-accepted-solution/ta-p/574386
How do I search in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-search-in-the-Instructure-Community/ta-p/593037
How do I filter Instructure Community search results?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-filter-Instructure-Community-search-results/ta-p/593038
How do I change the number of search results per page in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-change-the-number-of-search-results-per-page-in-the/ta-p/593039
Find My Canvas URL,https://community.canvaslms.com/t5/Canvas-Basics-Guide/Where-do-I-find-my-institution-s-URL-to-access-Canvas/ta-p/82
Help Logging into Canvas,https://community.canvaslms.com/t5/Troubleshooting/Logging-into-Canvas/ta-p/875
Generate a Pairing Code,https://community.canvaslms.com/t5/Student-Guide/How-do-I-generate-a-pairing-code-for-an-observer-as-a-student/ta-p/418
Canvas Browser and Computer Requirements,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-the-browser-and-computer-requirements-for-Instructure/ta-p/66
Change Canvas Notification Settings,https://community.canvaslms.com/t5/Student-Guide/How-do-I-manage-my-Canvas-notification-settings-as-a-student/ta-p/434
Submit a Peer Review Assignment,https://community.canvaslms.com/t5/Student-Guide/How-do-I-submit-a-peer-review-to-an-assignment/ta-p/293
Community Guidelines,https://community.canvaslms.com/t5/Community/What-are-the-Canvas-Community-guidelines/ta-p/2978
[OPEN] Images contained in item banks shared to other entities can break if original course/item is deleted,https://community.canvaslms.com/t5/Known-Issues/OPEN-Images-contained-in-item-banks-shared-to-other-entities-can/ta-p/636130
[OPEN]The days counter for late submissions shows decimals for Checkpoints in traditional gradebook,https://community.canvaslms.com/t5/Known-Issues/OPEN-The-days-counter-for-late-submissions-shows-decimals-for/ta-p/635976
[OPEN] The days counter for late submissions shows decimals for Checkpoints in speedgrader,https://community.canvaslms.com/t5/Known-Issues/OPEN-The-days-counter-for-late-submissions-shows-decimals-for/ta-p/635975
[OPEN] Search bar in discussion topic loses focus after search finishes,https://community.canvaslms.com/t5/Known-Issues/OPEN-Search-bar-in-discussion-topic-loses-focus-after-search/ta-p/635973
"[OPEN] when cross-shard admins make changes to a course, no information is available via course activity log",https://community.canvaslms.com/t5/Known-Issues/OPEN-when-cross-shard-admins-make-changes-to-a-course-no/ta-p/635972
Files with # or ' in file name embedded in new quizzes display as broken,https://community.canvaslms.com/t5/Known-Issues/Files-with-or-in-file-name-embedded-in-new-quizzes-display-as/ta-p/635971
[OPEN] Assignments submitted with Quantitative Data settings enabled appear as missing for students,https://community.canvaslms.com/t5/Known-Issues/OPEN-Assignments-submitted-with-Quantitative-Data-settings/ta-p/635970
[OPEN] Docviewer previews of excel files with many rows are excessively zoomed out until no content is legible,https://community.canvaslms.com/t5/Known-Issues/OPEN-Docviewer-previews-of-excel-files-with-many-rows-are/ta-p/635968
[OPEN] [iOS] Student | Discussions with checkpoint due dates don't display on mobile to do list,https://community.canvaslms.com/t5/Known-Issues/OPEN-iOS-Student-Discussions-with-checkpoint-due-dates-don-t/ta-p/635967
[OPEN]Members of concluded courses groups still show up in the users filter of the address book when composing a message,https://community.canvaslms.com/t5/Known-Issues/OPEN-Members-of-concluded-courses-groups-still-show-up-in-the/ta-p/635965
[OPEN] New course paces show out of order when default pace exists and module position does not match order items were aded to module,https://community.canvaslms.com/t5/Known-Issues/OPEN-New-course-paces-show-out-of-order-when-default-pace-exists/ta-p/635963
[OPEN] toggling LTI tool placements works in all accounts instead of only where tool is installed,https://community.canvaslms.com/t5/Known-Issues/OPEN-toggling-LTI-tool-placements-works-in-all-accounts-instead/ta-p/635962
[OPEN] [Classic Quizzes] Allow only one Question/Question Group editor to be opened,https://community.canvaslms.com/t5/Known-Issues/OPEN-Classic-Quizzes-Allow-only-one-Question-Question-Group/ta-p/635787
[OPEN] Add user pop-up closes quickly when adding to an account group,https://community.canvaslms.com/t5/Known-Issues/OPEN-Add-user-pop-up-closes-quickly-when-adding-to-an-account/ta-p/635606
$Canvas.assignment.dueAt.iso8601 returns the 'Everyone Else' date and not the student specific due date override during launches with Assignment Enhancements enabled,https://community.canvaslms.com/t5/Known-Issues/Canvas-assignment-dueAt-iso8601-returns-the-Everyone-Else-date/ta-p/635501
[OPEN][iOS] Student | Users logged in on root account in a Consortia are unable to access PDFs for annotated assignment submissions,https://community.canvaslms.com/t5/Known-Issues/OPEN-iOS-Student-Users-logged-in-on-root-account-in-a-Consortia/ta-p/635500
[OPEN] Reported replies notification is not sent from group discussions,https://community.canvaslms.com/t5/Known-Issues/OPEN-Reported-replies-notification-is-not-sent-from-group/ta-p/635499
[OPEN]Entering Quizzes – Take frame with Voice Over on New Quizzes take page is not functional (part 2),https://community.canvaslms.com/t5/Known-Issues/OPEN-Entering-Quizzes-Take-frame-with-Voice-Over-on-New-Quizzes/ta-p/635498
[OPEN] Impossible to zoom out on image submissions on Speedgrader- Pictures are not scaled to Preview,https://community.canvaslms.com/t5/Known-Issues/OPEN-Impossible-to-zoom-out-on-image-submissions-on-Speedgrader/ta-p/635496
"[OPEN]""c"" keyboard shortcut in speedgrader not working",https://community.canvaslms.com/t5/Known-Issues/OPEN-quot-c-quot-keyboard-shortcut-in-speedgrader-not-working/ta-p/635258
What is Canvas?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-is-Canvas/ta-p/45
What are the limited-support guidelines for mobile browsers on tablet devices?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-the-limited-support-guidelines-for-mobile-browsers-on/ta-p/389121
How do I clear my browser cache and cookies?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-clear-my-browser-cache-and-cookies/ta-p/43
Can I repurpose content from the Guides for my institution's use?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/Can-I-repurpose-content-from-the-Guides-for-my-institution-s-use/ta-p/389122
Where can I download the Guides PDF manuals?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/Where-can-I-download-the-Guides-PDF-manuals/ta-p/389123
What are the Canvas accessibility standards?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-the-Canvas-accessibility-standards/ta-p/1564
How do I reset my Canvas password?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-reset-my-Canvas-password/ta-p/446128
How do I allow pop-ups for Canvas in my browser?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-allow-pop-ups-for-Canvas-in-my-browser/ta-p/33
Which languages does Canvas support?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/Which-languages-does-Canvas-support/ta-p/19
Which countries are restricted from using Canvas?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/Which-countries-are-restricted-from-using-Canvas/ta-p/27
How does Canvas define the terms used to describe its features and functions?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-does-Canvas-define-the-terms-used-to-describe-its-features/ta-p/51
What is the Admin role?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-is-the-Admin-role/ta-p/78
What is the Designer role?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-is-the-Designer-role/ta-p/14
What is the Teacher role?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-is-the-Teacher-role/ta-p/86
What is the Teacher Assistant role?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-is-the-Teacher-Assistant-role/ta-p/84
What is the Student role?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-is-the-Student-role/ta-p/71
What is the Observer role?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-is-the-Observer-role/ta-p/4
"How do term dates, course dates, and section dates work in Canvas?",https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-term-dates-course-dates-and-section-dates-work-in-Canvas/ta-p/37
What tools and computer skills do I need to use Canvas?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-tools-and-computer-skills-do-I-need-to-use-Canvas/ta-p/446129
How do I enable third-party cookies in my browser?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-enable-third-party-cookies-in-my-browser/ta-p/605670
How do I set up the Lucid Education Suite in my course?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-set-up-the-Lucid-Education-Suite-in-my-course/ta-p/618243
What are Analytics?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-Analytics/ta-p/88
What is New Analytics?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-is-New-Analytics/ta-p/73
What are Announcements?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-Announcements/ta-p/39
What are Assignments?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-Assignments/ta-p/9
What is Assignment Enhancements?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-is-Assignment-Enhancements/ta-p/416679
What is the Calendar?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-is-the-Calendar/ta-p/76
What is Chat?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-is-Chat/ta-p/63
What are Collaborations?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-Collaborations/ta-p/61
What are Conferences?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-Conferences/ta-p/53
What is the Course Import Tool?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-is-the-Course-Import-Tool/ta-p/21
What are Discussions?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-Discussions/ta-p/3
What are ePortfolios?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-ePortfolios/ta-p/1
What are External Apps (LTI Tools)?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-External-Apps-LTI-Tools/ta-p/57
What are Files?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-Files/ta-p/7
What are Grades and the Gradebook?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-Grades-and-the-Gradebook/ta-p/49
What are grading schemes?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-grading-schemes/ta-p/41
What are What-If Grades?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-What-If-Grades/ta-p/25
What are Groups?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-Groups/ta-p/16
What is the Inbox?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-is-the-Inbox/ta-p/55
What are Mastery Paths?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-Mastery-Paths/ta-p/404483
What are Modules?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-Modules/ta-p/6
What are Outcomes?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-Outcomes/ta-p/75
What are Pages?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-Pages/ta-p/5
What are Peer Reviews?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-Peer-Reviews/ta-p/615313
What are Profile and User Settings?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-Profile-and-User-Settings/ta-p/15
What are question banks?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-question-banks/ta-p/23
What are Quizzes?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-Quizzes/ta-p/68
What is New Quizzes?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-is-New-Quizzes/ta-p/17
What is the Rich Content Editor (RCE)?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-is-the-Rich-Content-Editor-RCE/ta-p/12
What is the Roll Call Attendance Tool?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-is-the-Roll-Call-Attendance-Tool/ta-p/59
What are Rubrics?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-Rubrics/ta-p/35
What is the Scheduler?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-is-the-Scheduler/ta-p/11
What are SIS Imports?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-SIS-Imports/ta-p/47
What is SpeedGrader?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-is-SpeedGrader/ta-p/13
How do I use the Canvas Welcome Tour?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-use-the-Canvas-Welcome-Tour/ta-p/618756
How do I use the Training Services Portal?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-use-the-Training-Services-Portal/ta-p/618752
How do I get help with Canvas?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-get-help-with-Canvas/ta-p/618758
How do I contact Canvas Support?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-contact-Canvas-Support/ta-p/389767
How can I use Canvas on my mobile device?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-can-I-use-Canvas-on-my-mobile-device/ta-p/615335
How do I access Canvas using a mobile browser on my Android device?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-access-Canvas-using-a-mobile-browser-on-my-Android/ta-p/65
How do I access Canvas using a mobile browser on my iOS device?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-access-Canvas-using-a-mobile-browser-on-my-iOS-device/ta-p/8
What is the Canvas Student app?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-is-the-Canvas-Student-app/ta-p/31
What is the Canvas Teacher app?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-is-the-Canvas-Teacher-app/ta-p/69
What is the Canvas Parent app?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-is-the-Canvas-Parent-app/ta-p/10
How do I use the Calendar?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-use-the-Calendar/ta-p/617613
How do I add an event to my personal calendar?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-add-an-event-to-my-personal-calendar/ta-p/617612
How do I add an event to a course calendar?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-add-an-event-to-a-course-calendar/ta-p/617610
How do I add an assignment from the Calendar?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-add-an-assignment-from-the-Calendar/ta-p/617606
How do I add a to-do item in the Calendar?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-add-a-to-do-item-in-the-Calendar/ta-p/617599
How do I add a recurring event in a calendar?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-add-a-recurring-event-in-a-calendar/ta-p/617604
How do I edit or delete an event or assignment in the Calendar?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-edit-or-delete-an-event-or-assignment-in-the-Calendar/ta-p/617605
How do I filter the Calendar view by course?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-filter-the-Calendar-view-by-course/ta-p/617609
How do I set a different event date for each section in a course calendar?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-set-a-different-event-date-for-each-section-in-a-course/ta-p/617603
How do I add and duplicate an event for course sections in the Calendar?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-add-and-duplicate-an-event-for-course-sections-in-the/ta-p/617611
How do I subscribe to the Calendar feed using Google Calendar?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-subscribe-to-the-Calendar-feed-using-Google-Calendar/ta-p/617614
How do I add an appointment group in a course calendar?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-add-an-appointment-group-in-a-course-calendar/ta-p/617602
How do I view or edit an appointment group in a course calendar?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-view-or-edit-an-appointment-group-in-a-course-calendar/ta-p/617608
How do I sign up for an appointment in the Calendar?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-sign-up-for-an-appointment-in-the-Calendar/ta-p/617615
How do I subscribe to the Calendar feed using Outlook.com?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-subscribe-to-the-Calendar-feed-using-Outlook-com/ta-p/617601
How do I view a group calendar?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-view-a-group-calendar/ta-p/617600
How do I view and manage Account Calendars?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-view-and-manage-Account-Calendars/ta-p/617598
How do I view the Calendar iCal feed to subscribe to an external calendar?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-view-the-Calendar-iCal-feed-to-subscribe-to-an-external/ta-p/617607
How do I view all my Canvas courses?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-view-all-my-Canvas-courses/ta-p/618766
How do I customize my Courses list?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-customize-my-Courses-list/ta-p/618759
How do I view my institution's Public Course Index?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-view-my-institution-s-Public-Course-Index/ta-p/618757
How do I use the Dashboard as a student?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-use-the-Dashboard-as-a-student/ta-p/618762
How do I use the Dashboard as an instructor?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-use-the-Dashboard-as-an-instructor/ta-p/618754
How do I use the Dashboard as an observer?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-use-the-Dashboard-as-an-observer/ta-p/618747
How do I view my courses in the Card View Dashboard?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-view-my-courses-in-the-Card-View-Dashboard/ta-p/618765
How do I view grades for all courses in the Card View Dashboard?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-view-grades-for-all-courses-in-the-Card-View-Dashboard/ta-p/618748
How do I view global activity for all courses in the Recent Activity Dashboard?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-view-global-activity-for-all-courses-in-the-Recent/ta-p/618764
How do I use the To Do list and sidebar in the Dashboard as a student?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-use-the-To-Do-list-and-sidebar-in-the-Dashboard-as-a/ta-p/618761
How do I use the To Do list for all my courses in the List View Dashboard as a student?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-use-the-To-Do-list-for-all-my-courses-in-the-List-View/ta-p/618751
How do I add a To Do item in the List View Dashboard as a student?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-add-a-To-Do-item-in-the-List-View-Dashboard-as-a/ta-p/618755
How do I use the To Do list and sidebar in the Dashboard as an instructor?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-use-the-To-Do-list-and-sidebar-in-the-Dashboard-as-an/ta-p/618753
How do I create a new ePortfolio?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-create-a-new-ePortfolio/ta-p/616171
How do I use the ePortfolio Getting Started Wizard?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-use-the-ePortfolio-Getting-Started-Wizard/ta-p/616178
How do I organize my ePortfolio?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-organize-my-ePortfolio/ta-p/616177
How do I create a new ePortfolio section?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-create-a-new-ePortfolio-section/ta-p/616175
How do I organize my ePortfolio pages?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-organize-my-ePortfolio-pages/ta-p/616176
How do I edit the default page in my ePortfolio section?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-edit-the-default-page-in-my-ePortfolio-section/ta-p/616172
How do I create a new page in my ePortfolio section?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-create-a-new-page-in-my-ePortfolio-section/ta-p/616173
How do I preview a page in my ePortfolio?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-preview-a-page-in-my-ePortfolio/ta-p/616179
How do I add rich text content to my ePortfolio page?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-add-rich-text-content-to-my-ePortfolio-page/ta-p/616181
How do I add HTML/embedded content to my ePortfolio page?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-add-HTML-embedded-content-to-my-ePortfolio-page/ta-p/616165
How do I retrieve assignments from previous courses in my ePortfolio?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-retrieve-assignments-from-previous-courses-in-my/ta-p/616167
How do I upload a file or image to my ePortfolio page?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-upload-a-file-or-image-to-my-ePortfolio-page/ta-p/616168
How do I enable comments in my ePortfolio?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-enable-comments-in-my-ePortfolio/ta-p/616166
How do I download the contents of my ePortfolio?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-download-the-contents-of-my-ePortfolio/ta-p/616170
How can I share a private ePortfolio?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-can-I-share-a-private-ePortfolio/ta-p/616169
How do I make my ePortfolio public?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-make-my-ePortfolio-public/ta-p/616174
How do I delete my ePortfolio?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-delete-my-ePortfolio/ta-p/616180
How do I use Files?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-use-Files/ta-p/617201
How do I view course files?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-view-course-files/ta-p/617226
